PROMOCION;MES;SKU ;PRODUCTO;LABORATORIO;FECHA;DESCUENTO;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33079;Sunglass Spf 50+ Antiedad Toque Seco X 50 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33080;Sunglass After X 100Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33081;Sunglass Sport Spf 50+ X 100Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33086;Dermocalend Protector X 60 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33087;Unguento Emoliente Pote X 200 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33088;Absorb-K X 45 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33094;Outmelan Hand Body X 50 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33095;Outmelan Intensive Ligthening Serum X 30Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33096;Kit Juvynit Antiedad(Juvynit Prev Moistur +Serum Contorno Ojos + Defender 30Ml);FAGRON;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33097;Kit Antiacne (Cs Cleanser Oil Control200Ml + Fresh Skin Face 80Gr+ Sunglas Oil Control 50Ml+ Defender 30Ml);FAGRON;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33099;Sunglass Gel Color Spf 45 X 80 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33100;Fresh Skin Body X 500 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33103;Kit Sunglass Gel Spf 45 X 80 Gr Gratis Sunglass Kids;FAGRON;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33104;Neogen Crecimiento De Barba X 50 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33105;Sunglass Oil Control Color Spf 50 X 50 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33106;Bucoplack Crema Dental X 75 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33107;Bucoplack Enjuague Bucal X 240 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33108;Bucoplack Spray Refrescante X 30 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33109;Fresh Skin Tattoo X 80 Gr Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33110;Defender Syndet Antibacterial X 250 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33111;Juvynit Ojos Renew X 15 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33112;Juvynit Renew Mourishing Night X 50 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33113;Skin Help Oil Control Gel X 30 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33114;Skin Help Relaxing & Hydrating Body Lotion X 80 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33115;Skin Help Repair Gel X 30 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;33116;Skin Help Sensitive Skin Serum X 30 Ml Fagron;FAGRON;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35012;Sebosedil Liquido X 150 Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35018;Tricovit Forte Locion X 10 Fco X 8Ml C/U Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35019;Tricovit Caja X 60 Tabletas Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35021;Itrol 100 Mg X 15Tab Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35022;Itrol 100 Mg X 28 Tab Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35023;Vanece Gel Plus X 15 Gr Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35031;Peptix Suero X 30 Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35038;Renueve C X 30 Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35041;Tricovit Wnt Spray X 60Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35047;Tricovit Wnt Shampoo X 250 Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35051;Tricovit Shampoo X 250 Ml Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35052;Adapclin Gel X 30 Gr Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;35053;Adapgel Gel X 30 Gr Suiphar;SUIPHAR;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;43001;Kelo-Cote Gel X 15 Gr;MEDITEKERGO;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;43004;Kelo-Cote Uv Gel X 15 Gr;MEDITEKERGO;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;23033;Etidoxina 100 Mg X 10 Capsulas;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;23087;Fitostimoline Gel X 32Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44003;Skinpred Emulsion Gel X 15 Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44004;Sodermix Crema X 30 Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44006;Fitostimoline Crema X 32 G;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44008;Biotopix Tubo X 50 Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44023;Skinpred Ultra Gel X 15 G;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44029;Topicrem Hidratante 200Ml Leche Corporal X 200 Ml;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44030;Topicrem Leche Ultrahidratante X 500 Ml;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44046;Biotopix Photo Protect Spf50+ X 50Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44053;Fitostimoline Limpiador X 250 Ml;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44054;Histotal 25000 Ui X 4 Amp Bebibles;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44055;Fitostimoline Crema X 15 Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44057;Esquerat Gel X 30 Gr;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;44058;Fitostimoline After Shave X 90 Ml Euroetika;EUROETIKA LTDA;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08001;Acibath Limpiador X 120 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08002;Afelius Oil Free X 60 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08003;Afelius Spf 50 X 60 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08004;Alfaloe X 240 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08005;Climbaseb Sh X 120 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08009;Darksun Pantalla Gel Verde X 60 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08010;Darksun Filtros y Pantalla X 120 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08011;Desonida Dermac 0.05% Crema X 15 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08012;Desonida Dermac 0.1% Crema X 15 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08014;Efal Liquido X 270 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08015;Glisal Gel X 30 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08018;Leniderm Crema Emoliente X 280 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08019;Leniderm Locion X 240 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08025;Quanox Gotas X 5Ml;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08027;Silicare Dermoprotectora X 60 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08035;Acibath Scrub X 120 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08041;Exania Emulsion 0.05 X 60 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08044;Darksun Manos 60 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08060;Afelius Total Spray X 120 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08063;Afelius Fluido Color Spf 50+ X 50 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08064;Afelius Kids Emulsion X 90 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08068;Efal Limpiador Liquido X 500 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08069;Efal Kids Limpiador Liquido X 270 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08072;Sporum (Ketoconazol2%) Champu X 120Ml;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08092;Desonida Emulsion X 120Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08093;Kit Afelius Oil Free X 2 Unidades Precio Especial;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;10%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08100;Megacistin Shampoo X 200 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08102;Nopter Repelente X 60 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08103;Afelius Expert Emulsión X 60 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08104;Afelius Men Emulsión X 60 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08108;Quanox Crema 1% X 30 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08109;Mega-Lcistin X 30 Tabletas Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08110;Nopter Repelente X 120 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;0899;Megacistin Max Locion En Spray X 120 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 18 AL 21 DE JULIO;35%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49001;Finura X 60 Tabletas;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49003;Profitech X 55 Capsulas;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49005;Parul 320 Mg X 45 Caps Exento;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49007;Tesitura Emulsión Antioxidante X 30Gr;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49009;Viatsa Gel X 50 Ml;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49010;Ferulic Q Emulsion X 30Ml;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49012;Finura Shampoo 2 En 1 X 473Ml;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49015;Finura Tonico Capilar X 60Ml;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49018;Tesitura Nf Anti-Aging 240 Gr X 30 Sobres;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49019;Tesitura Nf Probioticos Y Prebioticos 14 Sobres 3.5 Gr;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49020;Tesitura Nf Antiox 30 Sobres 2 Gr;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;49021;Tonico Capilar Parul X 100 Ml;ANTIOXIDANTECH;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;08007;Crema Emoliente Emulcrem X 500Gr;MD FARMACIA MAGISTRAL S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;60001;Rigel Crema Hidratante X 240 G;RIGEL LABORATORIOS S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65003;Fotoprotector Gel Crema Spf 50 X 250 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65007;Ureadin Ultra 10 Plus Locion X 200Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65008;Ureadin Ultra 20 Crema X 100Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65009;Ureadin Ultra 30 Crema Emoliente X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65010;Ureadin Ultra 40 Gel Exfoliante X 30 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65012;Fotoprotector Fusion Fluid 50+ X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65013;Fotoprotector Fusion Fluid Color Spf 50+ X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65015;Ureadin Podos Gel Oil X 75 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65017;Ureadin Ultra 10 Plus Locion X 400Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65018;Ureadin Bath Gel X 400 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65019;Eryfotona Fluido Spf 99 X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65020;Fotoultra 100 Active Unify Fusion Fluid X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65021;Fotoultra 100 Spot Prevent Fusion Fluid X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65022;Fotoultra Age Repair Fluid Spf 50+X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65024;Fotoprotector Hydro Oil Spf30 X 200Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65027;Nutratopic Pro-Amp Gel De Baño X 400 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65028;Nutratopic Pro-Amp Locion Emoliente X 400Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65029;Nutratopic Pro-Amp Crema Facial X 50Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65030;Fotoultra 100 (Color) Active Unify Fusion Fluid X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65031;Nutratopic Pro-Amp Crema Emoliente X 204 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65033;Isdinceutics Flavo C Serum X 30 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65034;Isdinceutics Age Reverse Day X 51.5Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65035;K-OX Eyes X 15 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65036;Flavo C Ultraglican X 30 Ampollas X 2 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65039;Fotoprotector Hydro Lotion Spf 50+ X 200 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65040;Niogermox Solucion X 3.3 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65041;Solucion Micellar X 400 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65044;Flavo C Melatonin Noche X 10 Ampollas 2 Ml Caja Negra;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65045;Fotoprotector Oil Control Fusion Water Color Medium X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65046;Flavo C Melatonin Ultraglican Dia Y Noche X 10+10 Ampollas 2 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65050;Solucion Micellar X 100 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65051;Instan Flash X1 Ampolla Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65052;Instant Flash X5 Ampollas Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65053;Fotoprotector Pediatrico Fusion Water Spf 50 X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65054;Pigment Expert Night Pell Día X 10 Y Noche X 10 Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65055;Nutradeica Ds Gel Crema Facial X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65056;Protector Labial Spf 50+ X 4 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65057;Protector Labial Spf 30+ X 4 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65058;Reparador Labial Con Acido Hialuronico X 4 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65059;Protector Labial Hv Spf 30 X 4 Gr Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65060;Fotoprotector Fusion Fluid Mineral Spf 50 X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65062;Fotoprotector Compacto Spf 50+ Arena Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65063;Fotoprotector Compacto Spf 50+ Bronce Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65064;Si-Nails X 2.5 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
TRASNOCHON;;65072;Gel De Baño Original X 500Ml Germisdin;ISDIN COLOMBIA S.A.S.;DEL 18 AL 21 DE JULIO;25%;;;;;;;;;;;;;;;;;;;
